101.620479,56.166496,Россия,Иркутская область,Братск,Комсомольская улица,69А
103.893504,52.534132,Россия,Иркутская область,Ангарск,,8
103.853179,52.503565,Россия,Иркутская область,Ангарск,,5
103.865666,52.511908,Россия,Иркутская область,Ангарск,,84
104.272638,52.286618,Россия,Иркутская область,Иркутск,Cтепана Разина,5
104.280552,52.232796,Россия,Иркутская область,Иркутск,,3
104.063519,52.208211,Россия,Иркутская область,Шелехов,,40А
104.090685,52.214414,Россия,Иркутская область,Шелехов,,1
103.885608,52.532034,Россия,Иркутская область,Ангарск,улица Чайковского,
104.29639,52.281274,Россия,Иркутская область,Иркутск,Байкальская улица,1
104.294593,52.227942,Россия,Иркутская область,Иркутск,,1
104.048086,52.422535,Россия,Иркутская область,поселок Мегет,Ангарский район,
104.211858,52.259688,Россия,Иркутская область,Иркутск,бульвар Рябикова,42
104.292904,52.271615,Россия,Иркутская область,Иркутск,Коммунистическая улица,3
104.242769,52.261601,Россия,Иркутская область,Иркутск,улица Вампилова,3
103.075498,53.150517,Россия,Иркутская область,Черемхово,улица Плеханова,37
103.15641,53.114071,Россия,Иркутская область,Черемхово,улица Шевченко,70
103.298703,52.958275,Россия,Иркутская область,рабочий посёлок Михайловка,,30
104.29639,52.281274,Россия,Иркутская область,Иркутск,Байкальская улица,1
105.190582,56.863744,Россия,Иркутская область,садово-огородническое товарищество Дружба,,
103.890477,52.540946,Россия,Иркутская область,Ангарск,,1
104.194539,52.331202,Россия,Иркутская область,Иркутск,улица Баумана,1
103.830182,52.505379,Россия,Иркутская область,Ангарск,,22
104.285367,52.234798,Россия,Иркутская область,Иркутск,Академическая улица,1
103.664676,52.729024,Россия,Иркутская область,Усолье-Сибирское,проспект Красных Партизан,3
104.257789,52.253355,Россия,Иркутская область,Иркутск,проезд юрия тена,10
104.352669,52.250393,Россия,Иркутская область,Иркутск,проспект Маршала Жукова,1
104.218899,52.349302,Россия,Иркутская область,Иркутск,Муравьева,17
104.318803,52.278828,Россия,Иркутская область,Иркутск,Депутатская улица,1
103.860303,52.528243,Россия,Иркутская область,Ангарск,,10
103.873068,52.518851,Россия,Иркутская область,Ангарск,,3
104.299534,52.298797,Россия,Иркутская область,Иркутск,улица Радищева,5
104.065262,52.210938,Россия,Иркутская область,Шелехов,,1
104.362784,52.248673,Россия,Иркутская область,Иркутск,улица Ржанова,1
104.064355,52.208846,Россия,Иркутская область,Шелехов,,1
101.622977,56.160982,Россия,Иркутская область,Братск,улица Обручева,9
104.194539,52.331202,Россия,Иркутская область,Иркутск,улица Баумана,1
104.302283,52.300345,Россия,Иркутская область,Иркутск,улица Петрова,1
103.831143,52.505763,Россия,Иркутская область,Ангарск,,1
104.209289,52.329127,Россия,Иркутская область,Иркутск,улица Розы Люксембург,1А
101.879086,56.284809,Россия,Иркутская область,Братск,Вокзальная улица,12Б
101.608873,56.176213,Россия,Иркутская область,Братск,улица Рябикова,51
104.209289,52.329127,Россия,Иркутская область,Иркутск,улица Розы Люксембург,1А
104.309281,52.272761,Россия,Иркутская область,Иркутск,Партизанская улица,105
104.32704,52.258867,Россия,Иркутская область,Иркутск,Байкальская улица,165Б
103.092216,53.139229,Россия,Иркутская область,Черемхово,улица Некрасова,17
103.873247,52.514434,Россия,Иркутская область,Ангарск,,24/1
101.593431,56.156024,Россия,Иркутская область,Братск,улица Баркова,13
101.606457,56.17018,Россия,Иркутская область,Братск,улица Рябикова,27
56.250491,57.999759,Россия,Пермский край,Пермь,Комсомольский проспект,58
37.846185,55.91632,Россия,Московская область,Королёв,Коммунальная улица,1
56.43646,58.149218,Россия,Пермский край,Пермь,Оршанская улица,13
56.444796,58.146059,Россия,Пермский край,Пермь,улица Бумажников,17
56.821999,59.414676,Россия,Пермский край,Пермь,Ермака,68
56.372536,58.11366,Россия,Пермский край,Пермь,Волховская улица,34
38.004046,55.929465,Россия,Московская область,Щёлково,Пролетарский проспект,18
34.30614,53.297548,Россия,Брянская область,Брянск,улица Ульянова,3
56.852218,59.393992,Россия,Пермский край,Березники,улица Пятилетки,140
56.146951,57.995003,Россия,Пермский край,Пермь,улица Желябова,16
56.250491,57.999759,Россия,Пермский край,Пермь,Комсомольский проспект,58
45.132177,54.169669,Россия,Республика Мордовия,Саранск,улица Ульянова,93
54.95654,58.96499,Россия,Пермский край,село Юсьва,Красноармейская улица,24
127.532285,50.263693,Россия,Амурская область,Благовещенск,Амурская улица,203
132.175542,43.352221,Россия,Приморский край,Артём,Партизанская улица,2
131.95258,43.792562,Россия,Приморский край,Уссурийск,улица Некрасова,41
132.175542,43.352221,Россия,Приморский край,Артём,Партизанская улица,2
131.909218,43.149754,Россия,Приморский край,Владивосток,проспект 100-летия Владивостока,30Б
132.883297,42.837842,Россия,Приморский край,Находка,улица Дзержинского,40
131.917824,43.156022,Россия,Приморский край,Владивосток,улица Постышева,27
131.862838,43.093314,Россия,Приморский край,Владивосток,улица Крыгина,15
131.91256,43.157817,Россия,Приморский край,Владивосток,проспект 100-летия Владивостока,60
131.940471,43.102339,Россия,Приморский край,Владивосток,улица Борисенко,10/7
131.89648,43.094552,Россия,Приморский край,Владивосток,улица Калинина,253
131.899975,43.131473,Россия,Приморский край,Владивосток,проспект Острякова,9
131.894414,43.100253,Россия,Приморский край,Владивосток,Пихтовая улица,8А
132.063845,43.299447,Россия,Приморский край,посёлок Трудовое,улица Лермонтова,77/1
131.951107,43.165814,Россия,Приморский край,Владивосток,улица Адмирала Горшкова,34
133.268944,44.157828,Россия,Приморский край,Арсеньев,Садовая улица,11
133.266878,44.162019,Россия,Приморский край,Арсеньев,Калининская улица,11
133.264345,44.159271,Россия,Приморский край,Арсеньев,Калининская улица,3
133.256215,44.162666,Россия,Приморский край,Арсеньев,Октябрьская улица,12
132.062812,43.299178,Россия,Приморский край,посёлок Трудовое,улица Лермонтова,77Б
132.854767,42.783879,Россия,Приморский край,Находка,Находкинский проспект,104
131.893893,43.101405,Россия,Приморский край,Владивосток,улица Калинина,80
131.914698,43.1449,Россия,Приморский край,Владивосток,Днепровский переулок,4А
